,ac_year,statname,area_sqkm,tot_population,urban_population,grwoth_rate,sexratio,sc_population,st_population,literacy_rate,male_literacy_rate,female_literacy_rate,statname,distcd,blkcd,villages,clusters,schools,sch_1,sch_2,sch_3,sch_4,sch_5,sch_6,sch_7,sch_r_1,sch_r_2,sch_r_3,sch_r_4,sch_r_5,sch_r_6,sch_r_7,sch_u_1,sch_u_2,sch_u_3,sch_u_4,sch_u_5,sch_u_6,sch_u_7,enr_1,enr_2,enr_3,enr_4,enr_5,enr_6,enr_7,enr_all,enr_r_1,enr_r_2,enr_r_3,enr_r_4,enr_r_5,enr_r_6,enr_r_7,enr_r_all,enr_u_1,enr_u_2,enr_u_3,enr_u_4,enr_u_5,enr_u_6,enr_u_7,enr_u_all,tch_1,tch_2,tch_3,tch_4,tch_5,tch_6,tch_7,tch_all,tch_r_1,tch_r_2,tch_r_3,tch_r_4,tch_r_5,tch_r_6,tch_r_7,tch_r_all,tch_u_1,tch_u_2,tch_u_3,tch_u_4,tch_u_5,tch_u_6,tch_u_7,tch_u_all,sing_cls_sch_1,sing_cls_sch_2,sing_cls_sch_3,sing_cls_sch_4,sing_cls_sch_5,sing_cls_sch_6,sing_cls_sch_7,sing_cls_sch_all,sing_tch_sch_1,sing_tch_sch_2,sing_tch_sch_3,sing_tch_sch_4,sing_tch_sch_5,sing_tch_sch_6,sing_tch_sch_7,sing_tch_sch_all,bldg_1,bldg_2,bldg_3,bldg_4,bldg_5,bldg_6,bldg_7,bldg_all,girls_toilet_1,girls_toilet_2,girls_toilet_3,girls_toilet_4,girls_toilet_5,girls_toilet_6,girls_toilet_7,girls_toilet_all,boys_toilet_1,cwsn_toilet_1,cwsn_toilet_2,cwsn_toilet_3,cwsn_toilet_4,cwsn_toilet_5,cwsn_toilet_6,cwsn_toilet_7,cwsn_toilet_all,water_1,water_2,water_3,water_4,water_5,water_6,water_7,water_all,electric_1,electric_2,electric_3,electric_4,electric_5,electric_6,electric_7,electric_all,rampneed_1,rampneed_2,rampneed_3,rampneed_4,rampneed_5,rampneed_6,rampneed_7,rampneed_all,ramps_1,ramps_2,ramps_3,ramps_4,ramps_5,ramps_6,ramps_7,ramps_all,library_1,library_2,library_3,library_4,library_5,library_6,library_7,library_all,librarian_1,librarian_2,librarian_3,librarian_4,librarian_5,librarian_6,librarian_7,librarian_all,bndrywall_1,bndrywall_2,bndrywall_3,bndrywall_4,bndrywall_5,bndrywall_6,bndrywall_7,bndrywall_all,cwsn_sch_1,cwsn_sch_2,cwsn_sch_3,cwsn_sch_4,cwsn_sch_5,cwsn_sch_6,cwsn_sch_7,cwsn_sch_all,lab_asst_1,lab_asst_2,lab_asst_3,lab_asst_4,lab_asst_5,lab_asst_6,lab_asst_7,lab_asst_all,hmroom_1,hmroom_2,hmroom_3,hmroom_4,hmroom_5,hmroom_6,hmroom_7,hmroom_all,hostel_boys_1,hostel_boys_2,hostel_boys_3,hostel_boys_4,hostel_boys_5,hostel_boys_6,hostel_boys_7,hostel_boys_all,hostel_girls_1,hostel_girls_2,hostel_girls_3,hostel_girls_4,hostel_girls_5,hostel_girls_6,hostel_girls_7,hostel_girls_all,internet_1,internet_2,internet_3,internet_4,internet_5,internet_6,internet_7,internet_all,ict_lab_1,ict_lab_2,ict_lab_3,ict_lab_4,ict_lab_5,ict_lab_6,ict_lab_7,ict_lab_all,smdc_1,smdc_2,smdc_3,smdc_4,smdc_5,smdc_6,smdc_7,smdc_all,sch_bld_com_1,sch_bld_com_2,sch_bld_com_3,sch_bld_com_4,sch_bld_com_5,sch_bld_com_6,sch_bld_com_7,sch_bld_com_all,pta_1,pta_2,pta_3,pta_4,pta_5,pta_6,pta_7,pta_all,sch_2006_1,sch_2006_2,sch_2006_3,sch_2006_4,sch_2006_5,sch_2006_6,sch_2006_7,sch_2006_all,cls_1,cls_2,cls_3,cls_4,cls_5,cls_6,cls_7,cls_all,tchf_1,tchf_2,tchf_3,tchf_4,tchf_5,tchf_6,tchf_7,tchf_all,enrg_1,enrg_2,enrg_3,enrg_4,enrg_5,enrg_6,enrg_7,enrg_all,enrc8_b,enrc8_g,enrc9_b,enrc9_g,enrc10_b,enrc10_g,enrc11_b,enrc11_g,enrc12_b,enrc12_g,repc8_b,repc8_g,repc9_b,repc9_g,repc10_b,repc10_g,repc11_b,repc11_g,repc12_b,repc12_g,cwsnc8_b,cwsnc8_g,cwsnc9_b,cwsnc9_g,cwsnc10_b,cwsnc10_g,cwsnc11_b,cwsnc11_g,cwsnc12_b,cwsnc12_g,schlabphy,schlabchem,schlabbio,schlabcomputer,schlabmath,schlablang,schlabgeo,schlabpsyc,schlabhsci,scsec,scsec_g,schsec,schsec_g,stsec,stsec_g,sthsec,sthsec_g,obcsec,obcsec_g,obchsec,obchsec_g,muslim_sec,muslim_sec_g,muslim_hsec,muslim_hsec_g,clgood_sec,clmajor_sec,clminor_sec,clgood_hsec,clmajor_hsec,clminor_hsec,boys_b13_c8,girls_b13_c8,boys_b13_c9,girls_b13_c9,boys_b13_c10,girls_b13_c10,boys_13_c8,girls_13_c8,boys_13_c9,girls_13_c9,boys_13_c10,girls_13_c10,boys_14_c8,girls_14_c8,boys_14_c9,girls_14_c9,boys_14_c10,girls_14_c10,boys_15_c8,girls_15_c8,boys_15_c9,girls_15_c9,boys_15_c10,girls_15_c10,boys_a15_c8,girls_a15_c8,boys_a15_c9,girls_a15_c9,boys_a15_c10,girls_a15_c10,boys_b15_c11,girls_b15_c11,boys_b15_c12,girls_b15_c12,boys_15_c11,girls_15_c11,boys_15_c12,girls_15_c12,boys_16_c11,girls_16_c11,boys_16_c12,girls_16_c12,boys_a17_c11,girls_a17_c11,boys_a17_c12,girls_a17_c12,apr_b_gen_py10,apr_g_gen_py10,apr_b_sc_py10,apr_g_sc_py10,apr_b_st_py10,apr_g_st_py10,apr_b_obc_py10,apr_g_obc_py10,pass_b_gen_py10,pass_g_gen_py10,pass_b_sc_py10,pass_g_sc_py10,pass_b_st_py10,pass_g_st_py10,pass_b_obc_py10,pass_g_obc_py10,arts_c11_b,sci_c11_b,com_c11_b,voc_c11_b,oth_c11_b,arts_c11_g,sci_c11_g,com_c11_g,voc_c11_g,oth_c11_g,arts_c12_b,sci_c12_b,com_c12_b,voc_c12_b,oth_c12_b,arts_c12_g,sci_c12_g,com_c12_g,voc_c12_g,oth_c12_g,apr_arts_gen_b,apr_arts_gen_g,apr_arts_sc_b,apr_arts_sc_g,apr_arts_st_b,apr_arts_st_g,apr_arts_obc_b,apr_arts_obc_g,pass_arts_gen_b,pass_arts_gen_g,pass_arts_sc_b,pass_arts_sc_g,pass_arts_st_b,pass_arts_st_g,pass_arts_obc_b,pass_arts_obc_g,apr_sci_gen_b,apr_sci_gen_g,apr_sci_sc_b,apr_sci_sc_g,apr_sci_st_b,apr_sci_st_g,apr_sci_obc_b,apr_sci_obc_g,pass_sci_gen_b,pass_sci_gen_g,pass_sci_sc_b,pass_sci_sc_g,pass_sci_st_b,pass_sci_st_g,pass_sci_obc_b,pass_sci_obc_g,apr_com_gen_b,apr_com_gen_g,apr_com_sc_b,apr_com_sc_g,apr_com_st_b,apr_com_st_g,apr_com_obc_b,apr_com_obc_g,pass_com_gen_b,pass_com_gen_g,pass_com_sc_b,pass_com_sc_g,pass_com_st_b,pass_com_st_g,pass_com_obc_b,pass_com_obc_g,apr_voc_gen_b,apr_voc_gen_g,apr_voc_sc_b,apr_voc_sc_g,apr_voc_st_b,apr_voc_st_g,apr_voc_obc_b,apr_voc_obc_g,pass_voc_gen_b,pass_voc_gen_g,pass_voc_sc_b,pass_voc_sc_g,pass_voc_st_b,pass_voc_st_g,pass_voc_obc_b,pass_voc_obc_g,apr_oth_gen_b,apr_oth_gen_g,apr_oth_sc_b,apr_oth_sc_g,apr_oth_st_b,apr_oth_st_g,apr_oth_obc_b,apr_oth_obc_g,pass_oth_gen_b,pass_oth_gen_g,pass_oth_sc_b,pass_oth_sc_g,pass_oth_st_b,pass_oth_st_g,pass_oth_obc_b,pass_oth_obc_g,tchug_r_m,tchgrad_r_m,tchpg_r_m,tchphd_r_m,tchpd_r_m,tchnr_r_m,tchug_r_f,tchgrad_r_f,tchpg_r_f,tchphd_r_f,tchpd_r_f,tchnr_r_f,tchug_r_nr,tchgrad_r_nr,tchpg_r_nr,tchphd_r_nr,tchpd_r_nr,tchug_p_m,tchgrad_p_m,tchpg_p_m,tchphd_p_m,tchpd_p_m,tchnr_p_m,tchug_p_f,tchgrad_p_f,tchpg_p_f,tchphd_p_f,tchpd_p_f,tchnr_p_f,tchug_p_nr,tchgrad_p_nr,tchphd_p_nr,tchbtt_m,tchbed_m,tchmed_m,tchoth_m,tchse_m,tchnr_m,tchbtt_f,tchbed_f,tchmed_f,tchoth_f,tchse_f,tchnr_f
0,2012-13,INDIA,3287240,1210193.42,31.2,17.64,940,16.6,8.6,74.04,82.14,65.46,INDIA,662,7167,130226,69232,228917,34359,57264,31737,36492,38317,20688,10057,17241,41932,21512,29505,29743,15529,5623,17094,15308,10203,6972,8519,5139,4317,8373065,19917011,2311751,4803176,5651260,9948188,3397932,54563885,3641299,13519559,1540175,3600368,4410411,7189955,1643291,35639935,4728936,6386963,771315,1200948,1232450,2745840,1751901,18882302,215456,518017,94702,187973,202429,156639,67878,1767257,92220,345053,59809,143152,150068,103632,35017,1199496,123196,172848,34875,44804,52224,52948,32832,567238,194,527,821,456,444,62,49,2553,292,589,192,344,1926,902,190,4435,34033,56954,31562,36345,37083,20391,9952,226323,98.99,97.61,96.12,90.94,86.29,93.24,64.62,92.4,0,2289,3152,1205,1159,2653,3779,1416,15653,34030,56019,31087,35193,36436,20332,9346,222446,31999,53571,25278,30216,26648,16569,8722,193003,6613,15331,5814,8826.0,8965.0,8650.0,1995.0,56194,4929,12061,3601,5841.0,5725.0,6316.0,1388.0,39861,28817,49606,24470,30269,26509,15699,8483,183856,9706,8096,4132,2610,3774,5541,2996,36855,31918,47827,26806,28115,26187,18084,8469,187409,789,1147,458,419,774,924,290,4801,4152,5242,1047,1186,1367,2426,599,16019,29253,38407,24144,22327,20848,11792,5318,152090,1920,3199,1369,1423,1719,3099,2247,14976,1521,1906,1049,944,1263,2477,2221,11381,17837,19026,10872,9803,8956,5843,3903,76240,8963,13198,3928,5723,5857,4549,1985,44203,4527,23566,8459,19289,14723,9070,1813,81447,3465,14720,4618,9196,7955,6340,1329,47623,5779,20727,6229,13599,10547,6832,1965,65678,3136,4991,3129,2416,9109,1822,2981,27584,194889,319799,63010,85819,107560,166133,70663,1015147,122312,198919,41917,60392,64885,49623,21401,694229,3725808,9496757,1011560,2380999,2731098,4601185,1566059,25587271,10621836,10101579,9576581,8576379,8743419,7743724,5594108,4917884,5062506,4349284,141867,140806,308815,267743,243608,208387,100436,78298,128934,87841,113807,90994,119169,262646,48693,38344,12900,10462,11925,9906,26303,26040,24752,32874,10587,7715,8546,3102,6198,6317024,2983146,3451837,1610342,2915233,1393388,1232768,561153,14946939,6977904,8147848,3800860,3135465,1597250,1422171,706008,556715,19710,52544,347564,10223,24818,3245667,3054367,428934,372403,8,2,4597524,4396271,2612886,2364492,83,133,1903970,1823141,3643929,3262811,2823935,2529152,574504,543887,1751854,1563353,3331325,2942541,273164,257151,1092451,964762,2542484,2222700,3646439,3262882,1495645,1311583,1144144,991675,1798222,1584758,2008964,1802896,1495598,1311534,759179,628531,1721924,1402633,1948072.0,1728826.0,1073728.0,964028.0,460636.0,419877.0,2671875.0,2294355.0,1662265.0,1477344.0,809122.0,721823.0,308918.0,269117.0,2101313.0,1850866.0,1575945,1257519,573005,126176,56374,1721667,863366,459072,80901,39549,1399599,1144649,503460,104140,50179,1506336,774164,404740,66981,35450,441273.0,531019.0,262869.0,264737.0,115236.0,103954.0,428861.0,490604.0,323102.0,414163.0,186722.0,205116.0,75238.0,73281.0,315355.0,394034.0,448746.0,267803.0,177175.0,119260.0,49773.0,35637.0,557337.0,381602.0,326631.0,198316.0,125708.0,90490.0,32763.0,26185.0,416881.0,311393.0,233646.0,173624.0,64657.0,49784.0,18816.0,12927.0,183110.0,146655.0,168886.0,131073.0,45694.0,37535.0,12631.0,9410.0,133643.0,116336.0,31508.0,18475.0,26325.0,19721.0,4556.0,3368.0,53902.0,35672.0,20916.0,14140.0,17871.0,15331.0,2916.0,2583.0,37916.0,29720.0,8297.0,5449.0,5369.0,2979.0,3096.0,2269.0,18299.0,11444.0,6342.0,4400.0,3962.0,2359.0,2444.0,1648.0,14405.0,8534.0,153627,372674,459334,30558,785,67,90202,220176,309289,25686,472,133,4824,126,250,11,0,10874.0,19249.0,19640.0,989.0,15.0,2.0,12820.0,18899.0,15855.0,671.0,20.0,6.0,1.0,1.0,0.0,96357,653052,57709,49238,11392,200066,58159,442009,39281,29692,7228,117860
1,2012-13,JAMMU AND KASHMIR,222236,12548.93,20.05,23.71,883,7.4,11.9,68.74,78.26,58.01,JAMMU & KASHMIR,22,201,2404,1396,3923,905,149,2094,322,10,440,3,560,134,1527,294,8,318,1,345,15,567,28,2,122,2,132526,34366,125747,32142,1932,212670,1591,540974,70918,31688,92149,29412,1424,130157,136,355884,61608,2678,33598,2730,508,82513,1455,185090,1811,908,3300,1202,133,7191,43,14796,1016,738,2218,1083,99,4409,5,9756,795,170,1082,119,34,2782,38,5040,7,0,62,0,0,1,0,70,0,0,1,0,0,0,0,1,905,149,2094,322,10,440,3,3923,96.24,100.0,91.61,93.96,57.14,94.98,100.0,94.03,0,0,1,7,3,0,12,1,24,887,144,2054,315,10,435,3,3848,713,106,1399,161,4,361,3,2747,34,12,98,24.0,0.0,51.0,1.0,220,24,7,68,13.0,0.0,28.0,1.0,141,734,119,1571,230,9,345,2,3010,107,16,117,19,1,124,0,384,708,108,1432,201,8,379,3,2839,0,0,1,1,0,0,0,2,142,44,150,67,3,202,2,610,700,93,1506,199,5,333,3,2839,6,9,5,3,0,11,0,34,5,8,4,0,0,11,0,28,452,53,846,116,6,201,2,1676,204,22,247,11,0,42,2,528,240,66,720,202,6,323,0,1557,148,57,421,117,6,242,0,991,220,60,546,136,7,233,0,1202,18,3,31,1,0,1,1,55,3379,690,3779,924,56,3933,30,12808,890,252,1451,326,45,2602,1,5651,57955,14760,58871,16515,766,95332,87,244286,117190,102434,104930,89780,73962,61540,62950,50062,54846,42904,2583,1922,3775,2771,3570,2940,944,549,2286,1590,1165,835,526,370,308,214,128,85,81,71,386,384,363,390,92,66,72,26,34,29607,13774,12155,5589,35490,15049,14270,5839,25179,11576,15357,6471,198897,91959,131589,57579,7845,176,959,3243,137,433,61043,53354,5425,4515,0,0,39844,34459,44356,36765,0,0,10701,9919,35153,30141,36183,29088,3347,3019,13634,12698,25373,21445,2204,1651,7437,6881,13152,11828,43736,33366,21660,15591,11960,10726,17188,13268,19735,14663,21660,15591,7355,6331,16141,14389,41439.0,33920.0,5455.0,4792.0,6024.0,4424.0,4164.0,3322.0,25802.0,20246.0,2298.0,1961.0,2365.0,2176.0,2434.0,1854.0,19309,14627,3608,212,89,19044,9739,1446,30,110,15428,12889,3586,133,85,16802,8938,1484,97,202,13185.0,14714.0,1111.0,1318.0,1758.0,1456.0,1776.0,1482.0,6010.0,6437.0,410.0,829.0,565.0,527.0,811.0,636.0,12217.0,7379.0,787.0,489.0,1030.0,639.0,752.0,427.0,8611.0,5494.0,501.0,403.0,557.0,270.0,473.0,317.0,2845.0,1428.0,105.0,44.0,97.0,34.0,137.0,26.0,2077.0,861.0,63.0,27.0,40.0,24.0,100.0,19.0,18.0,6.0,2.0,2.0,4.0,2.0,0.0,3.0,12.0,8.0,4.0,2.0,0.0,1.0,0.0,2.0,20.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,56.0,0.0,0.0,0.0,0.0,0.0,1.0,349,2346,5992,297,8,1,254,1597,3468,241,4,0,0,0,0,0,0,18.0,35.0,92.0,7.0,0.0,0.0,14.0,33.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56,6172,649,94,35,2139,20,3630,680,50,17,1254
2,2012-13,HIMACHAL PRADESH,55673,6856.51,8.69,12.81,974,25.2,5.7,83.78,90.83,76.6,HIMACHAL PRADESH,12,124,2519,1522,3343,434,1349,701,846,1,3,9,305,1256,572,826,1,2,6,129,93,129,20,0,1,3,69898,360535,23560,54469,26,366,1644,510498,39832,313649,18295,52909,26,97,980,425788,30066,46886,5265,1560,0,269,664,84710,2828,15609,1647,2538,5,37,78,22897,1795,13903,1277,2462,5,23,62,19664,1033,1706,370,76,0,14,16,3233,0,5,10,54,0,0,0,69,0,0,0,1,0,0,0,1,431,1349,701,846,1,3,9,3340,100.0,99.31,100.0,98.93,0.0,100.0,50.0,99.42,0,4,2,1,0,0,1,0,8,434,1347,701,840,1,3,9,3335,431,1342,698,818,1,3,9,3302,47,744,69,450.0,0.0,3.0,4.0,1317,39,688,49,416.0,0.0,2.0,4.0,1198,427,1268,657,730,1,3,8,3094,261,273,254,56,0,1,6,851,360,916,522,489,1,3,8,2299,2,3,3,2,0,0,0,10,164,466,123,118,0,1,4,876,419,993,669,444,1,3,8,2537,21,24,10,10,0,0,1,66,17,15,12,4,0,1,3,52,318,910,337,413,1,2,8,1989,157,671,167,41,0,1,2,1039,80,593,104,353,1,1,3,1135,54,689,52,285,0,1,2,1083,104,215,166,96,1,1,3,586,28,48,86,65,0,0,3,230,2965,8904,1638,1561,2,20,58,15187,1684,5733,1036,833,5,16,39,9426,28223,176095,9027,27059,6,161,699,241270,67782,59448,75226,64895,77445,69220,63048,56780,53509,50375,158,157,2983,1904,3794,3190,1611,1177,1353,1127,1012,712,745,499,566,441,192,144,150,130,368,370,360,520,137,92,94,23,42,77340,37086,49826,24204,17250,8186,12912,6237,45844,21571,36926,17708,3954,1754,2053,900,6659,278,1010,6103,273,864,31690,28113,13,7,0,0,24136,21362,26049,23116,0,0,8479,7281,26422,23522,24823,22347,2523,1965,13910,11678,25313,23240,958,723,8833,6571,27309,23633,37892,34844,15005,14278,14512,13188,17609,16655,20460,18918,15005,14278,10644,8748,20895,19442,36881.0,32754.0,17551.0,17007.0,4440.0,4159.0,11814.0,10946.0,29315.0,26055.0,12455.0,11970.0,3310.0,3129.0,8449.0,7845.0,31118,19470,11441,827,265,34118,14810,7536,161,241,24260,18046,10410,691,222,29238,13866,6944,158,163,9857.0,12452.0,4800.0,5707.0,1330.0,1517.0,3018.0,4301.0,7810.0,10320.0,3755.0,4789.0,997.0,1164.0,2204.0,3345.0,9123.0,6558.0,2172.0,1503.0,721.0,539.0,1936.0,1358.0,7282.0,5351.0,1861.0,1264.0,592.0,414.0,1523.0,1165.0,4961.0,3191.0,1877.0,1054.0,420.0,244.0,1466.0,872.0,3856.0,2709.0,1503.0,913.0,331.0,219.0,1141.0,733.0,362.0,104.0,163.0,59.0,41.0,9.0,89.0,55.0,232.0,78.0,106.0,43.0,31.0,7.0,42.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1269,2287,8421,950,6,0,690,1803,6010,544,7,0,0,0,0,0,0,79.0,151.0,290.0,18.0,0.0,0.0,34.0,98.0,226.0,14.0,0.0,0.0,0.0,0.0,0.0,592,8927,764,1784,360,1044,343,6978,478,913,197,517
3,2012-13,PUNJAB,50362,27704.24,29.82,13.73,893,31.9,0.0,76.68,81.48,71.34,PUNJAB,22,142,5051,1608,8892,2562,1692,2665,1855,1,43,74,1407,1352,1327,1718,1,25,25,1155,340,1338,137,0,18,49,513511,642153,127599,189213,64,13388,22696,1508998,207373,423267,54928,170894,64,8492,5710,870913,306138,218886,72671,18319,0,4896,16986,638085,21160,23179,8461,10039,2,492,752,64281,9658,16435,4071,9009,2,285,207,39785,11502,6744,4390,1030,0,207,545,24496,7,3,44,67,0,0,0,121,0,1,0,4,0,0,0,5,2554,1690,2652,1855,1,43,74,8869,99.73,97.86,98.85,97.81,100.0,97.3,100.0,98.66,0,24,1,36,0,0,6,9,76,2562,1692,2665,1854,1,43,73,8890,2562,1692,2658,1855,1,43,72,8883,83,195,67,181.0,0.0,8.0,20.0,554,54,149,39,142.0,0.0,4.0,13.0,401,2299,1643,2149,1761,0,40,67,7959,300,190,200,32,0,19,41,782,2529,1609,2617,1729,1,42,73,8600,4,0,11,2,0,2,0,19,456,656,136,197,0,7,33,1485,2427,1547,2498,1570,1,42,73,8158,32,7,13,5,0,1,6,64,28,13,11,7,0,3,14,76,1936,1076,1609,879,1,38,64,5603,583,1337,384,1298,0,6,25,3633,85,726,55,796,1,2,2,1667,57,453,33,480,0,2,1,1026,140,631,94,681,0,2,6,1554,227,16,277,43,0,15,17,595,14490,12744,5384,5059,4,406,603,38719,16137,12920,6713,5527,2,418,587,42455,213594,299008,54316,87084,64,10046,11508,675790,276288,213820,236559,186503,241307,193393,196307,158733,159035,137161,251,172,1818,1045,1022,724,518,260,866,386,4526,4585,1567,1548,1347,1429,569,777,597,688,1332,1314,1185,2574,929,333,226,64,268,289974,136268,180658,87925,87,58,117,40,126146,57986,97977,47153,9658,4537,5683,2731,23056,682,540,13850,308,283,58236,50385,78,46,0,0,103481,83466,47914,41333,0,0,68861,49995,89008,72641,49958,43410,29616,19604,58253,43648,88457,74386,15950,10226,41305,28836,102892,75597,107174,92248,28654,23446,51871,39487,50098,43549,69601,59781,28654,23446,37262,26998,80283,70165,96451.0,73693.0,48465.0,47211.0,343.0,626.0,23564.0,21406.0,88500.0,69847.0,41428.0,41436.0,234.0,594.0,20904.0,19332.0,114476,33631,18403,9996,1182,96675,26422,14992,6675,1046,92206,26117,13523,7214,939,83940,21346,12515,5249,668,44045.0,39559.0,20726.0,22532.0,34.0,116.0,12071.0,13005.0,35622.0,34557.0,17396.0,20244.0,32.0,48.0,10270.0,11832.0,16998.0,14430.0,2524.0,1996.0,23.0,41.0,2148.0,1854.0,13470.0,12348.0,2152.0,1810.0,80.0,68.0,1820.0,1700.0,9485.0,8064.0,1262.0,1344.0,3.0,19.0,1070.0,1105.0,7965.0,7063.0,1160.0,1247.0,8.0,7.0,963.0,1075.0,2617.0,424.0,1676.0,496.0,0.0,0.0,1113.0,287.0,2225.0,398.0,1420.0,457.0,0.0,0.0,970.0,276.0,307.0,118.0,14.0,15.0,0.0,0.0,30.0,5.0,141.0,75.0,12.0,15.0,0.0,0.0,27.0,4.0,1365,5829,12784,860,8,0,2362,11275,24370,1387,7,0,0,0,2,0,0,63.0,355.0,518.0,42.0,0.0,0.0,189.0,1047.0,1733.0,85.0,0.0,0.0,0.0,0.0,0.0,388,14931,1896,2166,1228,1215,862,30136,3023,3553,1371,3510
